,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,well_id,stadsdeel,buurt_code,well_type,well_neighbourhood,well_address,well_longitude,well_latitude,postal_code
409,409,409,409,10739,M,M55h,Point,55h - Tuindorp Frankendael,"Jennerstraat 28, Amsterdam",4.938038606189823,52.347425514831286,Over quota.
410,410,410,410,10741,M,M55h,Point,55h - Tuindorp Frankendael,"Jennerstraat 28, Amsterdam",4.938014131032559,52.34741056364268,Over quota.
411,411,411,411,10743,M,M55b,Point,55b - De Eenhoorn,"James Wattstraat 105, Amsterdam",4.919011685990426,52.34913503725726,1097DL
412,412,412,412,10745,M,M55b,Point,55b - De Eenhoorn,"James Wattstraat 105, Amsterdam",4.918991569422817,52.349147939834786,1097DL
413,413,413,413,10751,M,M56c,Point,56c - Middenmeer Zuid,"Radioweg 56, Amsterdam",4.942201618105174,52.35169424782494,1098NJ
414,414,414,414,10753,M,M56c,Point,56c - Middenmeer Zuid,"Radioweg 56, Amsterdam",4.9421558529138565,52.35172046106398,1098NJ
415,415,415,415,10857,M,M27c,Point,27c - Parooldriehoek,"Platanenweg 14, Amsterdam",4.914549831294154,52.35377194012021,Over quota.
416,416,416,416,10867,E,E13a,Point,13a - Zeeheldenbuurt,"Barentszplein 65, Amsterdam",4.8901615,52.3892847,Over quota.
417,417,417,417,10875,E,E14a,Point,14a - De Wittenbuurt Noord,"De Wittenstraat 102, Amsterdam",4.878112952574157,52.38290318414313,Over quota.
418,418,418,418,10879,B,B10f,Point,,Australiëhavenweg,4.800360202789308,52.40129952992925,
419,419,419,419,10885,E,E14d,Point,14d - Fannius Scholtenbuurt,"Fannius Scholtenstraat 74, Amsterdam",4.8750433,52.38287800000001,
420,420,420,420,10887,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Frederik Hendrikstraat 154, Amsterdam",4.8720840999999995,52.37383970000001,
421,421,421,421,10895,E,E15a,Point,15a - Ecowijk,"Haarlemmerweg 291, Amsterdam",4.8680737999999995,52.3852422,
422,422,422,422,10897,E,E13a,Point,13a - Zeeheldenbuurt,"Houtmankade 151, Amsterdam",4.8852047999999995,52.3886609,
423,423,423,423,10899,E,E14b,Point,14b - De Wittenbuurt Zuid,"Korte De Wittenstraat 3, Amsterdam",4.8758563,52.3816534,
424,424,424,424,10901,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Kostverlorenstraat 7, Amsterdam",4.8743288,52.3787265,
425,425,425,425,10903,E,E15d,Point,15d - Marcanti,"Marcantilaan 228, Amsterdam",4.8670334,52.3744716,
426,426,426,426,10905,E,E15d,Point,15d - Marcanti,"Marcantilaan 7 c, Amsterdam",4.8676317000000004,52.3751945,
427,427,427,427,10907,E,E13b,Point,13b - Spaarndammerbuurt Noordoost,"Noordkaapstraat 4, Amsterdam, Nederland",4.881904693172602,52.38988925962843,
428,428,428,428,10909,E,E13b,Point,13b - Spaarndammerbuurt Noordoost,"Nova Zemblastraat 580, Amsterdam",4.878638400000002,52.3908405,
429,429,429,429,10911,E,E13e,Point,13e - Spaarndammerbuurt Midden,"Spaarndammerplantsoen 138, Amsterdam",4.8745735,52.389833700000004,
430,430,430,430,10913,E,E13f,Point,13f - Spaarndammerbuurt Noordwest,"Oostzaanstraat 285, Amsterdam",4.872686170565432,52.39248927219308,
431,431,431,431,10915,E,E12b,Point,12b - Houthavens Oost,"Silodam 1, Amsterdam",4.891224299999998,52.3900555,
432,432,432,432,10917,E,E13d,Point,13d - Spaarndammerbuurt Zuidwest,"Spaarndammerstraat 53, Amsterdam",4.8795025,52.389173799999995,
433,433,433,433,10919,E,E13d,Point,13d - Spaarndammerbuurt Zuidwest,"Spaarndammerstraat 9, Amsterdam",4.880814,52.3875251,
434,434,434,434,10921,E,E14e,Point,14e - Westerstaatsman,"Van Beuningenplein 204, Amsterdam",4.8697066,52.3807609,
435,435,435,435,10923,E,E14f,Point,14f - Buyskade e.o.,"Schaepmanstraat 1, Amsterdam",4.8714495000000015,52.3797051,
436,436,436,436,10925,E,E15a,Point,14e - Westerstaatsman,"Van Hallstraat 41, Amsterdam",4.8700957,52.383777200000004,
437,437,437,437,10927,E,E15a,Point,14e - Westerstaatsman,"Van Hogendorpstraat 767, Amsterdam",4.8702624000000005,52.3825208,
438,438,438,438,10929,E,E14d,Point,14d - Fannius Scholtenbuurt,"Van Hogendorpstraat 173, Amsterdam",4.872608184814454,52.38284262476619,
439,439,439,439,10933,E,E13b,Point,13b - Spaarndammerbuurt Noordoost,"Van Noordtkade 36, Amsterdam",4.883651,52.3886883,
440,440,440,440,10935,E,E14f,Point,14f - Buyskade e.o.,"Visseringstraat 40, Amsterdam",4.870209328655619,52.376537579108245,
441,441,441,441,10937,E,E15b,Point,15c - Bedrijvencentrum Westerkwartier,"Vredenhofweg 11, Amsterdam",4.8635612,52.3830742,
442,442,442,442,10939,E,E15a,Point,15a - Ecowijk,"Waterpoortweg 339, Amsterdam",4.8678122,52.3829709,
443,443,443,443,10941,E,E13d,Point,13d - Spaarndammerbuurt Zuidwest,"Wormerveerstraat 14, Amsterdam",4.8773838,52.38856989999999,
444,444,444,444,10955,E,E15b,Point,15c - Bedrijvencentrum Westerkwartier,Vredenhofpad,4.8635289,52.3830656,
445,445,445,445,10957,E,E15a,Point,15a - Ecowijk,"Haarlemmerweg 291, Amsterdam",4.8680392,52.3852422,
446,446,446,446,10959,E,E14b,Point,14b - De Wittenbuurt Zuid,"Korte De Wittenstraat 3, Amsterdam",4.875868700000002,52.381636900000004,
447,447,447,447,10961,E,E14f,Point,14f - Buyskade e.o.,"Van Hallstraat 607, Amsterdam",4.871675499999999,52.379929600000004,
448,448,448,448,10967,E,E13a,Point,13a - Zeeheldenbuurt,"Houtmankade 151, Amsterdam",4.8851949,52.388687899999994,
449,449,449,449,10969,E,E13d,Point,13d - Spaarndammerbuurt Zuidwest,"Wormerveerstraat 14, Amsterdam",4.8773707,52.3885879,
450,450,450,450,10973,E,E13e,Point,13e - Spaarndammerbuurt Midden,"Spaarndammerplantsoen 138, Amsterdam",4.8745385,52.3898662,
451,451,451,451,10975,E,E12a,Point,12a - Houthavens West,"Houthavenkade 89, Amsterdam",4.879528284072876,52.39519500497923,
452,452,452,452,10979,E,E12a,Point,12a - Houthavens West,"Houthavenkade 75, Amsterdam",4.879152774810792,52.39524083297738,
453,453,453,453,10981,E,E14e,Point,14e - Westerstaatsman,"Van Beuningenplein 204, Amsterdam",4.869714900000001,52.38074279999999,
454,454,454,454,10983,E,E14d,Point,14d - Fannius Scholtenbuurt,"Van Beuningenstraat 127, Amsterdam",4.8751291,52.3828307,
455,455,455,455,10985,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van Limburg Stirumplein 1, Amsterdam",4.875335099999999,52.3842999,
456,456,456,456,10987,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van Limburg Stirumplein 1, Amsterdam",4.8753451,52.3843216,
457,457,457,457,10989,E,E15a,Point,14e - Westerstaatsman,"Van Hogendorpstraat 751, Amsterdam",4.870292,52.382526,
458,458,458,458,10991,E,E15a,Point,15a - Ecowijk,"Waterpoortweg 339, Amsterdam",4.867805799999998,52.3829891,
459,459,459,459,10993,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Frederik Hendrikstraat 154, Amsterdam",4.8721013,52.3738656,
460,460,460,460,10999,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Kostverlorenstraat 11, Amsterdam",4.8742985,52.37872,
461,461,461,461,11001,E,E15d,Point,15d - Marcanti,"Marcantilaan 7 c, Amsterdam",4.867628,52.3752115,
462,462,462,462,11003,E,E15d,Point,15d - Marcanti,"Marcantilaan 225, Amsterdam",4.867038900000002,52.3744514,
463,463,463,463,11009,E,E12b,Point,12b - Houthavens Oost,"Silodam 1, Amsterdam",4.891205652966165,52.39006797854476,
464,464,464,464,11011,E,E13a,Point,13a - Zeeheldenbuurt,"Barentszplein 65, Amsterdam",4.890192099999998,52.389288799999996,Over quota.
465,465,465,465,11013,E,E13d,Point,13d - Spaarndammerbuurt Zuidwest,"Spaarndammerstraat 9, Amsterdam",4.8808281,52.38750770000001,
466,466,466,466,11015,E,E13d,Point,13d - Spaarndammerbuurt Zuidwest,"Spaarndammerstraat 53-H, Amsterdam",4.8794903,52.3891895,
467,467,467,467,11019,E,E37f,Point,37f - Gibraltarbuurt,"Solebaystraat / Haarlemmerweg, Amsterdam, Nederland",4.8543595999999525,52.3833989,
468,468,468,468,11023,E,E13b,Point,13b - Spaarndammerbuurt Noordoost,"Nova Zemblastraat 570, Amsterdam",4.878678099999999,52.3908385,
469,469,469,469,11039,E,E13b,Point,13b - Spaarndammerbuurt Noordoost,"Noordkaapstraat 4, Amsterdam, Nederland",4.881901635084887,52.38987593726433,
470,470,470,470,11041,E,E13b,Point,13b - Spaarndammerbuurt Noordoost,"Van Noordtkade 36, Amsterdam",4.8836789396591485,52.38865645133393,
471,471,471,471,11043,E,E13f,Point,13f - Spaarndammerbuurt Noordwest,"Oostzaanstraat 281, Amsterdam",4.8726867834920995,52.39250600958661,
472,472,472,472,11047,E,E15a,Point,14e - Westerstaatsman,"Van Hallstraat 41, Amsterdam",4.8701025,52.3837584,
473,473,473,473,11057,E,E14a,Point,14a - De Wittenbuurt Noord,"De Wittenstraat 4, Amsterdam",4.8809032,52.3846449,
474,474,474,474,11061,E,E14a,Point,14a - De Wittenbuurt Noord,"De Wittenstraat 102, Amsterdam",4.878088099999999,52.3828874,Over quota.
475,475,475,475,11063,E,E14a,Point,14a - De Wittenbuurt Noord,"Eerste Nassaustraat 2, Amsterdam",4.880083370371723,52.38286618150714,
476,476,476,476,11065,E,E14e,Point,14e - Westerstaatsman,"Van Beuningenplein 204, Amsterdam",4.869622886180879,52.38072898364045,
477,477,477,477,11073,E,E14b,Point,14b - De Wittenbuurt Zuid,"Jacob Catskade 62, Amsterdam",4.87651214003563,52.3814804756947,
478,478,478,478,11075,E,E14a,Point,14a - De Wittenbuurt Noord,"Nassaukade 10, Amsterdam",4.881006299999999,52.3839696,
479,479,479,479,11093,E,E13f,Point,13f - Spaarndammerbuurt Noordwest,"Spaarndammerdijk 301, Amsterdam",4.870156645774842,52.392824977921855,
480,480,480,480,11095,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van Beuningenstraat 56, Amsterdam",4.876446918351577,52.383760004569474,
481,481,481,481,11109,E,E14f,Point,14f - Buyskade e.o.,"Van Bossestraat 62, Amsterdam",4.868906736373901,52.380376154527426,
482,482,482,482,11113,E,E14a,Point,14a - De Wittenbuurt Noord,"De Wittenkade 21, Amsterdam",4.879995014634915,52.38475853943076,
483,483,483,483,11115,E,E14b,Point,14d - Fannius Scholtenbuurt,"De Wittenkade 156, Amsterdam",4.874807596206666,52.38160408590785,
484,484,484,484,11117,E,E14a,Point,14a - De Wittenbuurt Noord,"De Wittenkade 59, Amsterdam",4.878676677471958,52.38393449703618,
485,485,485,485,11123,E,E14a,Point,14a - De Wittenbuurt Noord,"De Wittenkade 87, Amsterdam",4.87786939018406,52.38342523073077,
486,486,486,486,11125,E,E14b,Point,14b - De Wittenbuurt Zuid,"De Wittenkade 111, Amsterdam",4.876894354820252,52.38280742552947,
487,487,487,487,11127,E,E14b,Point,14b - De Wittenbuurt Zuid,"De Wittenkade 197, Amsterdam",4.875601530075074,52.382082151289474,
488,488,488,488,11131,E,E13h,Point,13d - Spaarndammerbuurt Zuidwest,"Zaanstraat 95, Amsterdam",4.8776212,52.3881583,
489,489,489,489,11133,E,E13h,Point,13d - Spaarndammerbuurt Zuidwest,"Zaanstraat 128, Amsterdam",4.8765487,52.3886364,
490,490,490,490,11135,E,E13h,Point,13d - Spaarndammerbuurt Zuidwest,"Zaanstraat 201, Amsterdam",4.8750808,52.38928660000001,
491,491,491,491,11137,E,E13h,Point,13e - Spaarndammerbuurt Midden,"Zaanstraat 236, Amsterdam",4.872633400000002,52.390350899999994,
492,492,492,492,11139,E,E13h,Point,13f - Spaarndammerbuurt Noordwest,"Zaanstraat 286, Amsterdam",4.8715856,52.390818599999996,
493,493,493,493,11141,E,E13f,Point,13f - Spaarndammerbuurt Noordwest,"Zaanstraat 350, 1013 Amsterdam, Nederland",4.8710619303317335,52.39158996408248,
494,494,494,494,11143,E,E13f,Point,13f - Spaarndammerbuurt Noordwest,"Zaanstraat 353, 1013 SG Amsterdam, Nederland",4.870814439076413,52.39204564027062,
495,495,495,495,11145,E,E13g,Point,13d - Spaarndammerbuurt Zuidwest,"Zaanstraat 57, Amsterdam",4.8789026,52.38760870000001,
496,496,496,496,11149,E,E15a,Point,15a - Ecowijk,"Haarlemmerweg 263, Amsterdam",4.868247900000001,52.3852413,
497,497,497,497,11153,E,E13e,Point,13e - Spaarndammerbuurt Midden,"Hembrugstraat 161, Amsterdam",4.874963,52.39127970000001,
498,498,498,498,11313,E,E14f,Point,14f - Buyskade e.o.,"De Kempenaerstraat 189, Amsterdam",4.870917052030563,52.378602142690184,
499,499,499,499,11391,E,E37c,Point,37c - Bosleeuw,"Bos en Lommerweg 234, Amsterdam",4.850314599999999,52.3789265,
500,500,500,500,11441,E,E15a,Point,15a - Ecowijk,"Haarlemmerweg 265, Amsterdam",4.8681985,52.3852412,
501,501,501,501,11445,E,E13e,Point,13e - Spaarndammerbuurt Midden,"Hembrugstraat 249, Amsterdam",4.8739095,52.3909648,
502,502,502,502,11449,E,E14f,Point,14f - Buyskade e.o.,"De Kempenaerstraat 189, Amsterdam",4.870855984627268,52.37862204328531,
503,503,503,503,11457,E,E13a,Point,13a - Zeeheldenbuurt,"Barentszstraat 212, Amsterdam",4.8870044,52.3888494,
504,504,504,504,11461,E,E14f,Point,14f - Buyskade e.o.,"De Kempenaerstraat 189, Amsterdam",4.870872494357173,52.37862015332076,
505,505,505,505,11463,E,E13b,Point,13b - Spaarndammerbuurt Noordoost,"Houtmankade 18, Amsterdam",4.885115325450898,52.39035988381655,
506,506,506,506,11477,E,E14d,Point,14d - Fannius Scholtenbuurt,"Fannius Scholtenstraat 90, Amsterdam",4.8755016,52.38260560000001,
507,507,507,507,11481,E,E14d,Point,14d - Fannius Scholtenbuurt,"Fannius Scholtenstraat 72, Amsterdam",4.874942400000001,52.382937899999995,
508,508,508,508,11537,E,E20a,Point,20a - Helmersbuurt Oost,"Derde Helmersstraat 2, Amsterdam",4.878252893686295,52.3656153848526,
509,509,509,509,11787,E,E37f,Point,37f - Gibraltarbuurt,"Solebaystraat / Haarlemmerweg, Amsterdam, Nederland",4.8543595999999525,52.3833989,
510,510,510,510,11789,E,E37d,Point,37d - Landlust Zuid,"Karel Doormanstraat 113, Amsterdam",4.8608678,52.3797286,
511,511,511,511,11803,E,E37c,Point,37c - Bosleeuw,"Bos en Lommerweg 234, Amsterdam",4.850287000000002,52.3789201,
512,512,512,512,11821,E,E37e,Point,38c - Erasmusparkbuurt West,"Joos Banckersweg 41, Amsterdam",4.8568804000000005,52.3770569,
513,513,513,513,11833,E,E37c,Point,37c - Bosleeuw,"Jephtastraat 70, Amsterdam",4.8457347,52.381620500000004,
514,514,514,514,11847,E,E14e,Point,14e - Westerstaatsman,"Van Beuningenplein 204, Amsterdam",4.8696768,52.3807561,
515,515,515,515,11849,E,E14e,Point,14e - Westerstaatsman,"Van Beuningenplein 204, Amsterdam",4.869685400000002,52.3807378,
516,516,516,516,11851,E,E14e,Point,14f - Buyskade e.o.,"Van Beuningenplein 71, Amsterdam",4.8707151,52.380894700000006,
517,517,517,517,11853,E,E14e,Point,14e - Westerstaatsman,"Van Bossestraat 25, Amsterdam",4.868711741873995,52.38123632883821,
518,518,518,518,11855,E,E14f,Point,14f - Buyskade e.o.,"Van Bossestraat 62, Amsterdam",4.868900030851365,52.38039498306639,
519,519,519,519,11857,E,E14f,Point,14f - Buyskade e.o.,"van Bossestraat 82, Amsterdam, Nederland",4.869138046596731,52.37980974955672,
520,520,520,520,11861,E,E14e,Point,14e - Westerstaatsman,"Eerste Keucheniusstraat 8, Amsterdam",4.872869029641152,52.38126436164292,
521,521,521,521,11863,E,E14e,Point,14e - Westerstaatsman,"Eerste Keucheniusstraat 10, Amsterdam",4.872790575027466,52.38126599887456,
522,522,522,522,11865,E,E14e,Point,14e - Westerstaatsman,"Eerste Keucheniusstraat 36, Amsterdam",4.8713948,52.38103870000001,
523,523,523,523,11867,E,E14e,Point,14e - Westerstaatsman,"Van Boetzelaerstraat 71, Amsterdam",4.8710546,52.3820598,
524,524,524,524,11869,E,E14e,Point,14e - Westerstaatsman,"Van Boetzelaerstraat 71, Amsterdam",4.8710852,52.3820651,
525,525,525,525,11871,E,E14e,Point,14e - Westerstaatsman,"Van Boetzelaerstraat 39, Amsterdam",4.872443899512292,52.38229212186306,
526,526,526,526,11873,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van Beuningenstraat 10, Amsterdam",4.878533184528352,52.3850740353769,
527,527,527,527,11875,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van Beuningenstraat 10, Amsterdam",4.878525137901307,52.38507239828647,
528,528,528,528,11877,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van Beuningenstraat 22, Amsterdam",4.87806384509895,52.38477682572955,
529,529,529,529,11879,E,E14d,Point,14d - Fannius Scholtenbuurt,"van Beuningenstraat 124, Amsterdam, Nederland",4.874231438762877,52.382368333564386,
530,530,530,530,11881,E,E14d,Point,14d - Fannius Scholtenbuurt,"Van Beuningenstraat 124, Amsterdam",4.874287247657777,52.38236947919108,
531,531,531,531,11883,E,E14d,Point,14d - Fannius Scholtenbuurt,"van Beuningenstraat 162, Amsterdam, Nederland",4.873075946608196,52.381888448312175,
532,532,532,532,11885,E,E14e,Point,14e - Westerstaatsman,"Van Beuningenstraat 213, Amsterdam",4.8712196,52.3815267,
533,533,533,533,11887,E,E14e,Point,14e - Westerstaatsman,"Van Beuningenstraat 213, Amsterdam",4.871244281530381,52.3815295923771,
534,534,534,534,11889,E,E14d,Point,14d - Fannius Scholtenbuurt,"Fannius Scholtenstraat 20, Amsterdam",4.8732863,52.3846307,
535,535,535,535,11891,E,E14f,Point,14f - Buyskade e.o.,"De Kempenaerstraat 42, Amsterdam",4.8699191,52.3801019,
536,536,536,536,11893,E,E14f,Point,14f - Buyskade e.o.,"Van Rappardstraat 12, Amsterdam",4.869421720504762,52.37853173742744,
537,537,537,537,11895,E,E14f,Point,14f - Buyskade e.o.,"Luzacstraat 36, Amsterdam",4.8699688911438,52.37935203363961,
538,538,538,538,11897,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van Limburg Stirumplein 1, Amsterdam",4.8753663000000005,52.38439879999999,
539,539,539,539,11899,E,E14d,Point,14d - Fannius Scholtenbuurt,"van Hogendorpstraat 52, Amsterdam, Nederland",4.8755072,52.38388070000001,
540,540,540,540,11901,E,E14d,Point,14d - Fannius Scholtenbuurt,"Van Hogendorpstraat 131, Amsterdam",4.8741233,52.3831139,
541,541,541,541,11903,E,E14d,Point,14d - Fannius Scholtenbuurt,"Van Hogendorpstraat 173, Amsterdam",4.8725688,52.3828412,
542,542,542,542,11905,E,E14e,Point,14e - Westerstaatsman,"van Hogendorpstraat 207, Amsterdam, Nederland",4.8708936,52.3825482,
543,543,543,543,11907,E,E15a,Point,14e - Westerstaatsman,"Van Hogendorpstraat 751, Amsterdam",4.8703536,52.382537,
544,544,544,544,11909,E,E15a,Point,14e - Westerstaatsman,"Van Hogendorpstraat 751, Amsterdam",4.8703231,52.3825316,
545,545,545,545,11911,E,E15a,Point,14e - Westerstaatsman,"Van Hogendorpstraat 865, Amsterdam",4.8688275999999995,52.38226760000001,
546,546,546,546,11913,E,E15a,Point,14e - Westerstaatsman,"Van Hogendorpstraat 865, Amsterdam",4.868859400000002,52.3822717,
547,547,547,547,11915,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van der Duijnstraat 26, Amsterdam",4.876639544963838,52.38514033748847,
548,548,548,548,11917,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van der Duijnstraat 26, Amsterdam",4.876642897725106,52.38513665404045,
549,549,549,549,11919,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van der Duijnstraat 65, Amsterdam",4.877795765642078,52.384201388822135,
550,550,550,550,11921,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"De Wittenkade 20, Amsterdam",4.87938478589058,52.38479818478205,
551,551,551,551,11923,E,E14d,Point,14d - Fannius Scholtenbuurt,"De Wittenkade 96, Amsterdam",4.876449778676034,52.383049317392384,
552,552,552,552,11925,E,E14d,Point,14d - Fannius Scholtenbuurt,"De Wittenkade 138, Amsterdam",4.875035583972932,52.38207642108439,
553,553,553,553,11927,E,E14e,Point,14e - Westerstaatsman,"Groen van Prinstererstraat 28, Amsterdam",4.8717769829090685,52.38413141615733,
554,554,554,554,11929,E,E14d,Point,14d - Fannius Scholtenbuurt,"Groen van Prinstererstraat 1, Amsterdam",4.871558099985124,52.38517389777857,
555,555,555,555,11931,E,E14d,Point,14d - Fannius Scholtenbuurt,"Groen van Prinstererstraat 1, Amsterdam",4.871542017208413,52.38519810874949,
556,556,556,556,11933,E,E14f,Point,14f - Buyskade e.o.,"Visseringstraat 40, Amsterdam",4.870241716853344,52.376522383521525,
557,557,557,557,11935,E,E14f,Point,14f - Buyskade e.o.,"Visseringstraat 26, 1051 KJ Amsterdam, Nederland",4.870231747627259,52.376532508583146,
558,558,558,558,11937,E,E14d,Point,14d - Fannius Scholtenbuurt,"Bentinckstraat 75, Amsterdam",4.8723721504211435,52.38331330953743,
559,559,559,559,11939,E,E14d,Point,14d - Fannius Scholtenbuurt,"Bentinckstraat 39, Amsterdam",4.8737102,52.3835534,
560,560,560,560,11941,E,E14d,Point,14d - Fannius Scholtenbuurt,"Bentinckstraat 2, Amsterdam",4.874741882085801,52.38408685882654,
561,561,561,561,11943,E,E14c,Point,14c - Staatsliedenbuurt Noordoost,"Van Hogendorpplein 80, Amsterdam",4.876792430877686,52.38459272817453,
562,562,562,562,11945,E,E14d,Point,14d - Fannius Scholtenbuurt,"Cliffordstraat 3, 1051 Amsterdam, Nederland",4.873326416247097,52.38399889785011,
563,563,563,563,11947,E,E14d,Point,14d - Fannius Scholtenbuurt,"Cliffordstraat 25, Amsterdam",4.872224545106293,52.38380612582433,
564,564,564,564,11949,E,E15a,Point,15a - Ecowijk,"Waterpoortweg 357, Amsterdam",4.8678259000000015,52.382934999999996,
565,565,565,565,11951,E,E15a,Point,15a - Ecowijk,"Waterpoortweg 349, Amsterdam",4.8678191,52.3829534,
566,566,566,566,11953,E,E15a,Point,15a - Ecowijk,"Waterpoortweg 201, Amsterdam",4.867509,52.383830100000004,
567,567,567,567,11955,E,E15a,Point,15a - Ecowijk,"Waterpoortweg 203, Amsterdam",4.867515900000001,52.38381070000001,
568,568,568,568,11957,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Frederik Hendrikstraat 4, Amsterdam",4.8749835,52.3782469,
569,569,569,569,11959,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Frederik Hendrikstraat 30, Amsterdam",4.874473661184312,52.3775100298178,
570,570,570,570,11961,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Frederik Hendrikstraat 56, Amsterdam",4.873978793621063,52.376738821399,
571,571,571,571,11963,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Frederik Hendrikstraat 104, 1052 Amsterdam, Nederland",4.873280273398676,52.37567199254385,
572,572,572,572,11965,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Frederik Hendrikstraat 106, Amsterdam, Nederland",4.873267226690358,52.37565252307189,
573,573,573,573,11967,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Frederik Hendrikstraat 150I, 1052 JE Amsterdam, Nederland",4.872187601341012,52.37399612005135,
574,574,574,574,11969,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Frederik Hendrikstraat 162, Amsterdam, Nederland",4.871885085074156,52.37353919875824,
575,575,575,575,11971,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Frederik Hendrikstraat 204, Amsterdam",4.8714554,52.37288770000001,
576,576,576,576,11973,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Frederik Hendrikstraat 149, Amsterdam, Nederland",4.872009985461318,52.37332303734925,
577,577,577,577,11985,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Frederik Hendrikplantsoen 16, Amsterdam",4.878254,52.37997470000001,
578,578,578,578,11987,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Frederik Hendrikplantsoen 46, Amsterdam",4.8761711,52.3794028,
579,579,579,579,11989,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Amaliastraat 2, Amsterdam",4.8751548,52.3792609,
580,580,580,580,11991,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Kostverlorenstraat 12, Amsterdam",4.874247799999999,52.37885470000001,
581,581,581,581,11993,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Frederik Hendrikplantsoen 90, Amsterdam",4.875154900000001,52.3792609,
582,582,582,582,11995,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Eerste Kostverlorenkade 20, Amsterdam",4.872833490371704,52.37849653475399,
583,583,583,583,12011,E,E16c,Point,16c - Frederik Hendrikbuurt Zuidwest,"Gillis van Ledenberchstraat 134, Amsterdam",4.871153311687523,52.37520971966015,
584,584,584,584,12013,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Gillis van Ledenberchstraat 89, Amsterdam",4.871842272696086,52.37608959093272,
585,585,585,585,12015,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Gillis van Ledenberchstraat 27, Amsterdam",4.87265,52.377350299999996,
586,586,586,586,12017,E,E16a,Point,16a - Frederik Hendrikbuurt Noord,"Gillis van Ledenberchstraat 27, Amsterdam",4.872637999999999,52.377332,
587,587,587,587,12021,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Van Reigersbergenstraat 17, Amsterdam",4.8711286,52.3745546,
588,588,588,588,12023,E,E16c,Point,16c - Frederik Hendrikbuurt Zuidwest,"Van Reigersbergenstraat 80, Amsterdam",4.8701075,52.3747334,
589,589,589,589,12025,E,E16c,Point,16c - Frederik Hendrikbuurt Zuidwest,"Van Reigersbergenstraat 252, Amsterdam",4.869836404686794,52.37431912641271,
590,590,590,590,12027,E,E16c,Point,16c - Frederik Hendrikbuurt Zuidwest,"Van Reigersbergenstraat 320, Amsterdam",4.8705309,52.3739126,
591,591,591,591,12029,E,E16c,Point,16b - Frederik Hendrikbuurt Zuidoost,"Van Reigersbergenstraat 61, Amsterdam",4.870140342973173,52.37339017414175,
592,592,592,592,12031,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Van Reigersbergenstraat 91, Amsterdam",4.869635961949826,52.37256182248475,
593,593,593,593,12033,E,E16c,Point,16c - Frederik Hendrikbuurt Zuidwest,"Van Reigersbergenstraat 684, Amsterdam",4.8687834,52.373073299999994,
594,594,594,594,12035,E,E16c,Point,16c - Frederik Hendrikbuurt Zuidwest,"Van Reigersbergenstraat 622, Amsterdam",4.868920833687298,52.373328280822236,
595,595,595,595,12037,E,E16c,Point,16c - Frederik Hendrikbuurt Zuidwest,"Van Reigersbergenstraat 414, Amsterdam",4.8694478,52.3738725,
596,596,596,596,12039,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Van Houweningenstraat 145, Amsterdam",4.8712787,52.3738406,
597,597,597,597,12041,E,E16b,Point,16b - Frederik Hendrikbuurt Zuidoost,"Hugo de Grootkade 76, Amsterdam",4.87038234161446,52.37259337737815,
